datetime_utc,date_utc,time_utc,source_ip,event_name,alert_type,experiment,block_id,repo_name,condition,placement,canarytoken_id
2026-08-30T13:48:00Z,2026-08-30,13:48,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,snowflake-sync-agent,env,.env,npdk4z3yi87x3lr98nkb41kpb
2026-08-30T13:49:00Z,2026-08-30,13:49,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,propensity-scoring-api,terraform_tfvars,terraform.tfvars,54vl7zam401ugtuklmzo4v40u
2026-08-30T14:09:00Z,2026-08-30,14:09,82.65.39.148,GetCallerIdentity,ip_triggered,1,1,snowflake-sync-agent,env,.env,npdk4z3yi87x3lr98nkb41kpb
2026-08-30T14:09:00Z,2026-08-30,14:09,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,propensity-scoring-api,terraform_tfvars,terraform.tfvars,54vl7zam401ugtuklmzo4v40u
2026-08-30T14:10:00Z,2026-08-30,14:10,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,propensity-scoring-api,terraform_tfvars,terraform.tfvars,54vl7zam401ugtuklmzo4v40u
2026-08-30T15:07:00Z,2026-08-30,15:07,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,propensity-scoring-api,terraform_tfvars,terraform.tfvars,54vl7zam401ugtuklmzo4v40u
2026-08-30T15:08:00Z,2026-08-30,15:08,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,snowflake-sync-agent,env,.env,npdk4z3yi87x3lr98nkb41kpb
2026-08-30T15:08:00Z,2026-08-30,15:08,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,propensity-scoring-api,terraform_tfvars,terraform.tfvars,54vl7zam401ugtuklmzo4v40u
2026-08-30T15:09:00Z,2026-08-30,15:09,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,snowflake-sync-agent,env,.env,npdk4z3yi87x3lr98nkb41kpb
2026-08-30T15:09:00Z,2026-08-30,15:09,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,propensity-scoring-api,terraform_tfvars,terraform.tfvars,54vl7zam401ugtuklmzo4v40u
2026-08-30T16:17:00Z,2026-08-30,16:17,45.8.132.114,GetCallerIdentity,ip_triggered,1,1,snowflake-sync-agent,env,.env,npdk4z3yi87x3lr98nkb41kpb
2026-08-30T16:31:00Z,2026-08-30,16:31,3.86.218.1,GetCallerIdentity,ip_triggered,1,1,snowflake-sync-agent,env,.env,npdk4z3yi87x3lr98nkb41kpb
2026-08-30T16:50:00Z,2026-08-30,16:50,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,experiment-tracker-svc,config_ini,config.ini,15sriqibn0xj6ywqoo2tq4sxg
2026-08-30T16:51:00Z,2026-08-30,16:51,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,experiment-tracker-svc,config_ini,config.ini,15sriqibn0xj6ywqoo2tq4sxg
2026-08-30T16:56:00Z,2026-08-30,16:56,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,experiment-tracker-svc,config_ini,config.ini,15sriqibn0xj6ywqoo2tq4sxg
2026-08-30T16:57:00Z,2026-08-30,16:57,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,experiment-tracker-svc,config_ini,config.ini,15sriqibn0xj6ywqoo2tq4sxg
2026-08-30T16:58:00Z,2026-08-30,16:58,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,experiment-tracker-svc,config_ini,config.ini,15sriqibn0xj6ywqoo2tq4sxg
2026-08-30T16:59:00Z,2026-08-30,16:59,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,experiment-tracker-svc,config_ini,config.ini,15sriqibn0xj6ywqoo2tq4sxg
2026-08-30T17:01:00Z,2026-08-30,17:01,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,experiment-tracker-svc,config_ini,config.ini,15sriqibn0xj6ywqoo2tq4sxg
2026-08-30T17:08:00Z,2026-08-30,17:08,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,snowflake-sync-agent,env,.env,npdk4z3yi87x3lr98nkb41kpb
2026-08-30T17:09:00Z,2026-08-30,17:09,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,propensity-scoring-api,terraform_tfvars,terraform.tfvars,54vl7zam401ugtuklmzo4v40u
2026-08-30T17:11:00Z,2026-08-30,17:11,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,experiment-tracker-svc,config_ini,config.ini,15sriqibn0xj6ywqoo2tq4sxg
2026-08-30T17:12:00Z,2026-08-30,17:12,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,experiment-tracker-svc,config_ini,config.ini,15sriqibn0xj6ywqoo2tq4sxg
2026-08-30T17:31:00Z,2026-08-30,17:31,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,experiment-tracker-svc,config_ini,config.ini,15sriqibn0xj6ywqoo2tq4sxg
2026-08-30T17:50:00Z,2026-08-30,17:50,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,experiment-tracker-svc,config_ini,config.ini,15sriqibn0xj6ywqoo2tq4sxg
2026-08-30T17:52:00Z,2026-08-30,17:52,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,experiment-tracker-svc,config_ini,config.ini,15sriqibn0xj6ywqoo2tq4sxg
2026-08-30T18:50:00Z,2026-08-30,18:50,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,experiment-tracker-svc,config_ini,config.ini,15sriqibn0xj6ywqoo2tq4sxg
2026-08-30T18:52:00Z,2026-08-30,18:52,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,experiment-tracker-svc,config_ini,config.ini,15sriqibn0xj6ywqoo2tq4sxg
2026-08-30T20:50:00Z,2026-08-30,20:50,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,experiment-tracker-svc,config_ini,config.ini,15sriqibn0xj6ywqoo2tq4sxg
2026-08-30T20:52:00Z,2026-08-30,20:52,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,experiment-tracker-svc,config_ini,config.ini,15sriqibn0xj6ywqoo2tq4sxg
2026-08-30T21:08:00Z,2026-08-30,21:08,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,propensity-scoring-api,terraform_tfvars,terraform.tfvars,54vl7zam401ugtuklmzo4v40u
2026-08-30T21:08:00Z,2026-08-30,21:08,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,snowflake-sync-agent,env,.env,npdk4z3yi87x3lr98nkb41kpb
2026-08-30T21:09:00Z,2026-08-30,21:09,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,propensity-scoring-api,terraform_tfvars,terraform.tfvars,54vl7zam401ugtuklmzo4v40u
2026-08-31T00:50:00Z,2026-08-31,00:50,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,experiment-tracker-svc,config_ini,config.ini,15sriqibn0xj6ywqoo2tq4sxg
2026-08-31T00:51:00Z,2026-08-31,00:51,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,experiment-tracker-svc,config_ini,config.ini,15sriqibn0xj6ywqoo2tq4sxg
2026-08-31T05:08:00Z,2026-08-31,05:08,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,snowflake-sync-agent,env,.env,npdk4z3yi87x3lr98nkb41kpb
2026-08-31T05:08:00Z,2026-08-31,05:08,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,propensity-scoring-api,terraform_tfvars,terraform.tfvars,54vl7zam401ugtuklmzo4v40u
2026-08-31T05:09:00Z,2026-08-31,05:09,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,snowflake-sync-agent,env,.env,npdk4z3yi87x3lr98nkb41kpb
2026-08-31T05:10:00Z,2026-08-31,05:10,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,propensity-scoring-api,terraform_tfvars,terraform.tfvars,54vl7zam401ugtuklmzo4v40u
2026-08-31T08:50:00Z,2026-08-31,08:50,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,experiment-tracker-svc,config_ini,config.ini,15sriqibn0xj6ywqoo2tq4sxg
2026-08-31T08:52:00Z,2026-08-31,08:52,54.39.181.162,GetCallerIdentity,ip_triggered,1,1,experiment-tracker-svc,config_ini,config.ini,15sriqibn0xj6ywqoo2tq4sxg
2026-08-31T10:13:00Z,2026-08-31,10:13,204.8.96.161,GetCallerIdentity,ip_triggered,1,1,snowflake-sync-agent,env,.env,npdk4z3yi87x3lr98nkb41kpb
2026-08-31T10:17:00Z,2026-08-31,10:17,204.8.96.161,GetCallerIdentity,ip_triggered,1,1,snowflake-sync-agent,env,.env,npdk4z3yi87x3lr98nkb41kpb
2026-08-31T10:25:00Z,2026-08-31,10:25,185.220.101.162,GetCallerIdentity,ip_triggered,1,1,snowflake-sync-agent,env,.env,npdk4z3yi87x3lr98nkb41kpb
2026-08-31T10:27:00Z,2026-08-31,10:27,185.220.101.162,GetCallerIdentity,ip_triggered,1,1,snowflake-sync-agent,env,.env,npdk4z3yi87x3lr98nkb41kpb
2026-08-31T10:37:00Z,2026-08-31,10:37,104.244.72.132,GetCallerIdentity,ip_triggered,1,1,snowflake-sync-agent,env,.env,npdk4z3yi87x3lr98nkb41kpb
2026-08-31T10:38:00Z,2026-08-31,10:38,104.244.72.132,GetCallerIdentity,ip_triggered,1,1,snowflake-sync-agent,env,.env,npdk4z3yi87x3lr98nkb41kpb
2026-08-31T10:45:00Z,2026-08-31,10:45,171.25.193.40,GetCallerIdentity,ip_triggered,1,1,snowflake-sync-agent,env,.env,npdk4z3yi87x3lr98nkb41kpb
2026-08-31T10:52:00Z,2026-08-31,10:52,37.221.209.232,GetCallerIdentity,ip_triggered,1,1,snowflake-sync-agent,env,.env,npdk4z3yi87x3lr98nkb41kpb
2026-08-31T11:01:00Z,2026-08-31,11:01,185.93.89.96,GetCallerIdentity,ip_triggered,1,1,snowflake-sync-agent,env,.env,npdk4z3yi87x3lr98nkb41kpb
2026-08-31T11:06:00Z,2026-08-31,11:06,185.220.101.51,GetCallerIdentity,ip_triggered,1,1,snowflake-sync-agent,env,.env,npdk4z3yi87x3lr98nkb41kpb
2026-08-31T12:04:00Z,2026-08-31,12:04,AWS Internal,AttachUserPolicy,aws_internal,1,2,lookalike-audience-builder,config_ini,config.ini,f75zy12i8e9bugup9ng0296pz
2026-08-31T12:04:00Z,2026-08-31,12:04,AWS Internal,AttachUserPolicy,aws_internal,1,2,churn-alert-dispatcher,ci_deploy,.github/workflows/deploy.yml,4j8awsgs5a1pt1dnea1hrqjzu
2026-08-31T12:05:00Z,2026-08-31,12:05,AWS Internal,AttachUserPolicy,aws_internal,1,2,sentiment-scorer-batch,env,.env,gma69pg3cr0uc3tj1uwzo6y54
2026-08-31T12:05:00Z,2026-08-31,12:05,AWS Internal,AttachUserPolicy,aws_internal,1,2,eventlog-dedup-worker,terraform_tfvars,terraform.tfvars,oc8xg2ttrwsrthjvwqvvo0got
2026-08-31T12:06:00Z,2026-08-31,12:06,AWS Internal,AttachUserPolicy,aws_internal,1,3,clickstream-aggregator,config_ini,config.ini,at3a1fsqrbls4cngxz1jpr2bi
2026-08-31T12:06:00Z,2026-08-31,12:06,AWS Internal,AttachUserPolicy,aws_internal,1,3,fraud-signals-collector,env,.env,az73g77fajyvf0a0d7fo2dubw
2026-08-31T12:06:00Z,2026-08-31,12:06,AWS Internal,AttachUserPolicy,aws_internal,1,3,user-segment-exporter,ci_deploy,.github/workflows/deploy.yml,lj89w69x73pjpruxni89i4ikk
2026-08-31T12:07:00Z,2026-08-31,12:07,AWS Internal,AttachUserPolicy,aws_internal,1,4,attribution-model-runner,config_ini,config.ini,6dk7dsv8p0q9l6igmrq0d21ot
2026-08-31T12:07:00Z,2026-08-31,12:07,AWS Internal,AttachUserPolicy,aws_internal,1,3,label-studio-connector,terraform_tfvars,terraform.tfvars,g6qae8pmsgmlutpq86rwbv2rg
2026-08-31T12:07:00Z,2026-08-31,12:07,AWS Internal,AttachUserPolicy,aws_internal,1,4,propensity-batch-scorer,env,.env,3bz1np17qeqhnt18u1ovjhhsd
2026-08-31T12:08:00Z,2026-08-31,12:08,AWS Internal,AttachUserPolicy,aws_internal,1,4,warehouse-schema-migrator,terraform_tfvars,terraform.tfvars,qntipu8gs5oehr9fk373xhh4r
2026-08-31T12:08:00Z,2026-08-31,12:08,AWS Internal,AttachUserPolicy,aws_internal,1,4,recsys-batch,ci_deploy,.github/workflows/deploy.yml,ov45fi92pb7mg3qbi6bzlnl04
2026-08-31T12:09:00Z,2026-08-31,12:09,AWS Internal,AttachUserPolicy,aws_internal,1,5,spark-etl-orchestrator,terraform_tfvars,terraform.tfvars,9kekbzs3f02hxjeuceggd2kkj
2026-08-31T12:09:00Z,2026-08-31,12:09,AWS Internal,AttachUserPolicy,aws_internal,1,5,model-drift-tracker,ci_deploy,.github/workflows/deploy.yml,13vx2nik9wn90ptnbi672km87
2026-08-31T12:09:00Z,2026-08-31,12:09,AWS Internal,AttachUserPolicy,aws_internal,1,5,cohort-retention-report,env,.env,6btv4cxkars14edmd5xula6ck
2026-08-31T12:11:00Z,2026-08-31,12:11,AWS Internal,AttachUserPolicy,aws_internal,1,5,image-embeddings-worker,config_ini,config.ini,w31mqqg7bvzbpt6g89gpn2x2z
2026-08-31T12:14:00Z,2026-08-31,12:14,54.39.181.162,GetCallerIdentity,ip_triggered,1,2,churn-alert-dispatcher,ci_deploy,.github/workflows/deploy.yml,4j8awsgs5a1pt1dnea1hrqjzu
2026-08-31T12:16:00Z,2026-08-31,12:16,54.39.181.162,GetCallerIdentity,ip_triggered,1,2,churn-alert-dispatcher,ci_deploy,.github/workflows/deploy.yml,4j8awsgs5a1pt1dnea1hrqjzu
2026-08-31T12:16:00Z,2026-08-31,12:16,54.39.181.162,GetCallerIdentity,ip_triggered,1,2,eventlog-dedup-worker,terraform_tfvars,terraform.tfvars,oc8xg2ttrwsrthjvwqvvo0got
2026-08-31T12:20:00Z,2026-08-31,12:20,54.39.181.162,GetCallerIdentity,ip_triggered,1,2,churn-alert-dispatcher,ci_deploy,.github/workflows/deploy.yml,4j8awsgs5a1pt1dnea1hrqjzu
2026-08-31T12:21:00Z,2026-08-31,12:21,54.39.181.162,GetCallerIdentity,ip_triggered,1,2,eventlog-dedup-worker,terraform_tfvars,terraform.tfvars,oc8xg2ttrwsrthjvwqvvo0got
2026-08-31T12:22:00Z,2026-08-31,12:22,54.39.181.162,GetCallerIdentity,ip_triggered,1,2,churn-alert-dispatcher,ci_deploy,.github/workflows/deploy.yml,4j8awsgs5a1pt1dnea1hrqjzu
2026-08-31T12:22:00Z,2026-08-31,12:22,54.39.181.162,GetCallerIdentity,ip_triggered,1,2,eventlog-dedup-worker,terraform_tfvars,terraform.tfvars,oc8xg2ttrwsrthjvwqvvo0got
2026-08-31T12:23:00Z,2026-08-31,12:23,54.39.181.162,GetCallerIdentity,ip_triggered,1,2,churn-alert-dispatcher,ci_deploy,.github/workflows/deploy.yml,4j8awsgs5a1pt1dnea1hrqjzu
2026-08-31T12:24:00Z,2026-08-31,12:24,54.39.181.162,GetCallerIdentity,ip_triggered,1,2,churn-alert-dispatcher,ci_deploy,.github/workflows/deploy.yml,4j8awsgs5a1pt1dnea1hrqjzu
2026-08-31T12:24:00Z,2026-08-31,12:24,54.39.181.162,GetCallerIdentity,ip_triggered,1,2,eventlog-dedup-worker,terraform_tfvars,terraform.tfvars,oc8xg2ttrwsrthjvwqvvo0got
2026-08-31T12:27:00Z,2026-08-31,12:27,54.39.181.162,GetCallerIdentity,ip_triggered,1,2,eventlog-dedup-worker,terraform_tfvars,terraform.tfvars,oc8xg2ttrwsrthjvwqvvo0got
2026-08-31T12:27:00Z,2026-08-31,12:27,54.39.181.162,GetCallerIdentity,ip_triggered,1,2,churn-alert-dispatcher,ci_deploy,.github/workflows/deploy.yml,4j8awsgs5a1pt1dnea1hrqjzu
2026-08-31T12:35:00Z,2026-08-31,12:35,54.39.181.162,GetCallerIdentity,ip_triggered,1,2,churn-alert-dispatcher,ci_deploy,.github/workflows/deploy.yml,4j8awsgs5a1pt1dnea1hrqjzu
2026-08-31T12:35:00Z,2026-08-31,12:35,54.39.181.162,GetCallerIdentity,ip_triggered,1,2,eventlog-dedup-worker,terraform_tfvars,terraform.tfvars,oc8xg2ttrwsrthjvwqvvo0got
2026-08-31T12:36:00Z,2026-08-31,12:36,54.39.181.162,GetCallerIdentity,ip_triggered,1,2,eventlog-dedup-worker,terraform_tfvars,terraform.tfvars,oc8xg2ttrwsrthjvwqvvo0got
2026-08-31T12:36:00Z,2026-08-31,12:36,54.39.181.162,GetCallerIdentity,ip_triggered,1,2,churn-alert-dispatcher,ci_deploy,.github/workflows/deploy.yml,4j8awsgs5a1pt1dnea1hrqjzu
2026-08-31T12:54:00Z,2026-08-31,12:54,54.39.181.162,GetCallerIdentity,ip_triggered,1,2,churn-alert-dispatcher,ci_deploy,.github/workflows/deploy.yml,4j8awsgs5a1pt1dnea1hrqjzu
2026-08-31T12:55:00Z,2026-08-31,12:55,54.39.181.162,GetCallerIdentity,ip_triggered,1,2,eventlog-dedup-worker,terraform_tfvars,terraform.tfvars,oc8xg2ttrwsrthjvwqvvo0got
2026-08-31T12:56:00Z,2026-08-31,12:56,54.39.181.162,GetCallerIdentity,ip_triggered,1,2,churn-alert-dispatcher,ci_deploy,.github/workflows/deploy.yml,4j8awsgs5a1pt1dnea1hrqjzu
2026-08-31T12:57:00Z,2026-08-31,12:57,54.39.181.162,GetCallerIdentity,ip_triggered,1,2,churn-alert-dispatcher,ci_deploy,.github/workflows/deploy.yml,4j8awsgs5a1pt1dnea1hrqjzu
2026-08-31T12:57:00Z,2026-08-31,12:57,54.39.181.162,GetCallerIdentity,ip_triggered,1,2,eventlog-dedup-worker,terraform_tfvars,terraform.tfvars,oc8xg2ttrwsrthjvwqvvo0got
2026-08-31T13:16:00Z,2026-08-31,13:16,54.39.181.162,GetCallerIdentity,ip_triggered,1,2,churn-alert-dispatcher,ci_deploy,.github/workflows/deploy.yml,4j8awsgs5a1pt1dnea1hrqjzu
2026-08-31T13:16:00Z,2026-08-31,13:16,54.39.181.162,GetCallerIdentity,ip_triggered,1,2,eventlog-dedup-worker,terraform_tfvars,terraform.tfvars,oc8xg2ttrwsrthjvwqvvo0got
2026-08-31T13:17:00Z,2026-08-31,13:17,54.39.181.162,GetCallerIdentity,ip_triggered,1,2,churn-alert-dispatcher,ci_deploy,.github/workflows/deploy.yml,4j8awsgs5a1pt1dnea1hrqjzu
2026-08-31T14:16:00Z,2026-08-31,14:16,54.39.181.162,GetCallerIdentity,ip_triggered,1,2,churn-alert-dispatcher,ci_deploy,.github/workflows/deploy.yml,4j8awsgs5a1pt1dnea1hrqjzu
2026-08-31T14:17:00Z,2026-08-31,14:17,54.39.181.162,GetCallerIdentity,ip_triggered,1,2,eventlog-dedup-worker,terraform_tfvars,terraform.tfvars,oc8xg2ttrwsrthjvwqvvo0got
2026-08-31T14:17:00Z,2026-08-31,14:17,54.39.181.162,GetCallerIdentity,ip_triggered,1,2,churn-alert-dispatcher,ci_deploy,.github/workflows/deploy.yml,4j8awsgs5a1pt1dnea1hrqjzu
2026-08-31T16:15:00Z,2026-08-31,16:15,54.39.181.162,GetCallerIdentity,ip_triggered,1,2,eventlog-dedup-worker,terraform_tfvars,terraform.tfvars,oc8xg2ttrwsrthjvwqvvo0got
2026-08-31T16:17:00Z,2026-08-31,16:17,54.39.181.162,GetCallerIdentity,ip_triggered,1,2,eventlog-dedup-worker,terraform_tfvars,terraform.tfvars,oc8xg2ttrwsrthjvwqvvo0got
2026-08-31T16:17:00Z,2026-08-31,16:17,54.39.181.162,GetCallerIdentity,ip_triggered,1,2,churn-alert-dispatcher,ci_deploy,.github/workflows/deploy.yml,4j8awsgs5a1pt1dnea1hrqjzu
2026-08-31T16:32:00Z,2026-08-31,16:32,54.39.179.46,GetCallerIdentity,ip_triggered,1,2,lookalike-audience-builder,config_ini,config.ini,f75zy12i8e9bugup9ng0296pz
2026-08-31T16:34:00Z,2026-08-31,16:34,54.39.181.162,GetCallerIdentity,ip_triggered,1,2,lookalike-audience-builder,config_ini,config.ini,f75zy12i8e9bugup9ng0296pz
2026-08-31T16:36:00Z,2026-08-31,16:36,AWS Internal,AttachUserPolicy,aws_internal,1,6,redshift-copy-loader,config_ini,config.ini,8sertr82h0rx6m58ou8nct9hz
2026-08-31T16:39:00Z,2026-08-31,16:39,AWS Internal,AttachUserPolicy,aws_internal,1,6,revenue-mix-reporter,env,.env,q2h7h2jzdeckkkfr8cyrtdv65
2026-08-31T16:39:00Z,2026-08-31,16:39,54.39.181.162,GetCallerIdentity,ip_triggered,1,2,lookalike-audience-builder,config_ini,config.ini,f75zy12i8e9bugup9ng0296pz
2026-08-31T16:39:00Z,2026-08-31,16:39,AWS Internal,AttachUserPolicy,aws_internal,1,6,feature-store-sync,ci_deploy,.github/workflows/deploy.yml,2mrftwh5v5lcyzobe21qoxjvo
2026-08-31T16:40:00Z,2026-08-31,16:40,AWS Internal,AttachUserPolicy,aws_internal,1,7,hyperparam-sweep-runner,terraform_tfvars,terraform.tfvars,sme8qn9j7iju74g3ooby1hp5r
2026-08-31T16:40:00Z,2026-08-31,16:40,54.39.181.162,GetCallerIdentity,ip_triggered,1,2,lookalike-audience-builder,config_ini,config.ini,f75zy12i8e9bugup9ng0296pz
2026-08-31T16:40:00Z,2026-08-31,16:40,AWS Internal,AttachUserPolicy,aws_internal,1,7,kafka-events-ingestor,config_ini,config.ini,hkqzluwqr3hd4rej39ma9945k
2026-08-31T16:40:00Z,2026-08-31,16:40,AWS Internal,AttachUserPolicy,aws_internal,1,6,forecast-serving-api,terraform_tfvars,terraform.tfvars,5t8wnn0y7bsdnegumlguriuik
2026-08-31T16:40:00Z,2026-08-31,16:40,AWS Internal,AttachUserPolicy,aws_internal,1,8,batch-inference-worker,config_ini,config.ini,rshx4giw13mcq8alxaum30xrw
2026-08-31T16:40:00Z,2026-08-31,16:40,AWS Internal,AttachUserPolicy,aws_internal,1,7,uplift-model-trainer,ci_deploy,.github/workflows/deploy.yml,x4otp3xnh5bkczh6sjpwnx1jg
2026-08-31T16:41:00Z,2026-08-31,16:41,AWS Internal,AttachUserPolicy,aws_internal,1,7,delta-lake-compactor,env,.env,rj8c27xg71jjyo8qzd4kc5c22
2026-08-31T16:41:00Z,2026-08-31,16:41,AWS Internal,AttachUserPolicy,aws_internal,1,8,dataset-lineage-tracker,env,.env,7pzrpi6zz370nwxlmzb75jn1b
2026-08-31T16:41:00Z,2026-08-31,16:41,AWS Internal,AttachUserPolicy,aws_internal,1,8,ml-feature-backfill,ci_deploy,.github/workflows/deploy.yml,58bn7aaur9sf4vjs391gedtkk
2026-08-31T16:42:00Z,2026-08-31,16:42,AWS Internal,AttachUserPolicy,aws_internal,1,8,gdpr-anon-pipeline,terraform_tfvars,terraform.tfvars,w8omjai9opaa3hq1ju72vwgcy
2026-08-31T16:42:00Z,2026-08-31,16:42,AWS Internal,AttachUserPolicy,aws_internal,1,9,etl-warehouse-loader,config_ini,config.ini,hqzt9h41ylqbemwa54xno13t2
2026-08-31T16:42:00Z,2026-08-31,16:42,54.39.181.162,GetCallerIdentity,ip_triggered,1,2,lookalike-audience-builder,config_ini,config.ini,f75zy12i8e9bugup9ng0296pz
2026-08-31T16:42:00Z,2026-08-31,16:42,AWS Internal,AttachUserPolicy,aws_internal,1,9,nlp-topic-modeler,ci_deploy,.github/workflows/deploy.yml,2eay2osslul8v134h4820rcm0
2026-08-31T16:43:00Z,2026-08-31,16:43,AWS Internal,AttachUserPolicy,aws_internal,1,10,vector-search-service,terraform_tfvars,terraform.tfvars,gaks2407jqn1iriof30ako6o4
2026-08-31T16:43:00Z,2026-08-31,16:43,AWS Internal,AttachUserPolicy,aws_internal,1,9,ab-test-analyzer,env,.env,qkwb2p9kyihmowtebblmievz1
2026-08-31T16:43:00Z,2026-08-31,16:43,AWS Internal,AttachUserPolicy,aws_internal,1,10,data-quality-monitor,env,.env,sbzusbhs0wg7k16i6ull8gl9a
